"","Category","City","Country","Customer.Name","Discount","Number.of.Records","Order.Date","Order.ID","Postal.Code","Manufacturer","Product.Name","Profit","Quantity","Region","Sales","Segment","Ship.Date","Ship.Mode","State","Sub.Category"
"3666","Office Supplies","New York City","United States","Sarah Bern",0,1,"6/12/2018","CA-2018-108441",10035,"Boston","Boston 1730 StandUp Electric Pencil Sharpener",16.6764,3,"East",64.14,"Consumer","6/18/2018","Standard Class","New York","Art"
"3667","Office Supplies","Newark","United States","Shirley Jackson",0,1,"11/20/2017","CA-2017-121356",19711,"Wilson Jones","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",62.916,3,"East",128.4,"Consumer","11/24/2017","Standard Class","Delaware","Binders"
"3668","Office Supplies","Wilmington","United States","Magdelene Morse",0,1,"7/15/2018","CA-2018-166142",19805,"GBC","GBC Standard Plastic Binding Systems Combs",13.0095,3,"East",26.55,"Consumer","7/19/2018","Standard Class","Delaware","Binders"
"3669","Office Supplies","Clinton","United States","Brian Thompson",0,1,"7/9/2016","CA-2016-132626",20735,"Other","Performers Binder/Pad Holder, Black",42.045,3,"East",84.09,"Consumer","7/14/2016","Standard Class","Maryland","Binders"
"3670","Office Supplies","Columbia","United States","Joy Bell-",0,1,"3/13/2018","CA-2018-107713",21044,"Avery","Avery Arch Ring Binders",81.921,3,"East",174.3,"Consumer","3/17/2018","Standard Class","Maryland","Binders"
"3671","Office Supplies","Lawrence","United States","Carol Triggs",0,1,"5/7/2015","CA-2015-166086",1841,"Acco","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",7.9086,3,"East",16.14,"Consumer","5/12/2015","Standard Class","Massachusetts","Binders"
"3672","Office Supplies","Dover","United States","Emily Phan",0,1,"3/14/2016","CA-2016-163587",3820,"GBC","GBC DocuBind TL200 Manual Binding Machine",315.8118,3,"East",671.94,"Consumer","3/18/2016","Standard Class","New Hampshire","Binders"
"3673","Office Supplies","Cranston","United States","Sonia Cooley",0,1,"6/24/2018","CA-2018-132955",2920,"GBC","GBC Prestige Therm-A-Bind Covers",48.3771,3,"East",102.93,"Consumer","6/28/2018","Standard Class","Rhode Island","Binders"
"3674","Office Supplies","Mount Vernon","United States","Joseph Airdo",0,1,"9/29/2018","CA-2018-128335",10550,"Staple envelope","Staple envelope",10.9698,3,"East",23.34,"Consumer","10/5/2018","Standard Class","New York","Envelopes"
"3675","Office Supplies","Oceanside","United States","Gene McClure",0,1,"9/26/2016","CA-2016-127173",11572,"Other","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",16.1868,3,"East",34.44,"Consumer","10/3/2016","Standard Class","New York","Fasteners"
"3676","Office Supplies","Newark","United States","Jennifer Jackson",0,1,"6/16/2017","CA-2017-137127",19711,"Avery","Avery 518",4.536,3,"East",9.45,"Consumer","6/22/2017","Standard Class","Delaware","Labels"
"3677","Office Supplies","Newark","United States","Janet Lee",0,1,"6/5/2017","CA-2017-165169",19711,"Avery","Avery White Multi-Purpose Labels",6.8724,3,"East",14.94,"Consumer","6/11/2017","Standard Class","Delaware","Labels"
"3678","Office Supplies","Clinton","United States","Brian Thompson",0,1,"7/9/2016","CA-2016-132626",20735,"Avery","Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",5.6994,3,"East",12.39,"Consumer","7/14/2016","Standard Class","Maryland","Labels"
"3679","Office Supplies","Everett","United States","Sue Ann Reed",0,1,"10/28/2018","CA-2018-160661",2149,"Avery","Avery 519",10.3071,3,"East",21.93,"Consumer","11/1/2018","Standard Class","Massachusetts","Labels"
"3680","Office Supplies","New York City","United States","Caroline Jumper",0,1,"5/7/2017","CA-2017-128818",10009,"Other","Alphabetical Labels for Top Tab Filing",22.2,3,"East",44.4,"Consumer","5/11/2017","Standard Class","New York","Labels"
"3681","Office Supplies","New York City","United States","Shahid Hopkins",0,1,"3/7/2018","CA-2018-110884",10035,"Avery","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",42.1314,3,"East",91.59,"Consumer","3/12/2018","Standard Class","New York","Labels"
"3682","Office Supplies","Newark","United States","Brosina Hoffman",0,1,"3/3/2017","CA-2017-112123",19711,"Xerox","Xerox 194",79.8912,3,"East",166.44,"Consumer","3/8/2017","Standard Class","Delaware","Paper"
"3683","Office Supplies","Newark","United States","Karl Braun",0,1,"8/26/2015","CA-2015-103331",19711,"Xerox","Xerox 1978",8.4966,3,"East",17.34,"Consumer","9/1/2015","Standard Class","Delaware","Paper"
"3684","Office Supplies","Washington","United States","Toby Braunhardt",0,1,"5/26/2017","CA-2017-157266",20016,"Other","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",9.3312,3,"East",19.44,"Consumer","6/1/2017","Standard Class","District of Columbia","Paper"
"3685","Office Supplies","Baltimore","United States","Resi Pölking",0,1,"5/24/2015","CA-2015-143413",21215,"Xerox","Xerox 1944",56.9772,3,"East",116.28,"Consumer","5/30/2015","Standard Class","Maryland","Paper"
"3686","Office Supplies","Lawrence","United States","Doug O'Connell",0,1,"8/19/2018","CA-2018-115777",1841,"Xerox","Xerox 200",9.3312,3,"East",19.44,"Consumer","8/24/2018","Standard Class","Massachusetts","Paper"
"3687","Office Supplies","Quincy","United States","Andy Reiter",0,1,"11/22/2016","CA-2016-123505",2169,"Xerox","Xerox 1970",7.0218,3,"East",14.94,"Consumer","11/26/2016","Standard Class","Massachusetts","Paper"
"3688","Office Supplies","Belleville","United States","Xylona Preis",0,1,"10/6/2018","CA-2018-118577",7109,"Xerox","Xerox 1886",68.976,3,"East",143.7,"Consumer","10/11/2018","Standard Class","New Jersey","Paper"
"3689","Office Supplies","Paterson","United States","Dean Braden",0,1,"12/21/2018","CA-2018-165841",7501,"Xerox","Xerox 1913",79.8912,3,"East",166.44,"Consumer","12/28/2018","Standard Class","New Jersey","Paper"
"3690","Office Supplies","Long Beach","United States","Christy Brittain",0,1,"6/12/2017","CA-2017-139941",11561,"Other","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",41.823,3,"East",92.94,"Consumer","6/17/2017","Standard Class","New York","Paper"
"3691","Office Supplies","Long Beach","United States","Daniel Lacy",0,1,"11/1/2015","US-2015-137155",11561,"Xerox","Xerox 1934",82.2906,3,"East",167.94,"Consumer","11/5/2015","Standard Class","New York","Paper"
"3692","Office Supplies","New York City","United States","Irene Maddox",0,1,"6/23/2017","CA-2017-140501",10009,"TOPS","Tops White Computer Printout Paper",68.9631,3,"East",146.73,"Consumer","6/28/2017","Standard Class","New York","Paper"
"3693","Office Supplies","New York City","United States","Alex Avila",0,1,"9/15/2015","CA-2015-138100",10011,"Easy-staple paper","Easy-staple paper",7.0218,3,"East",14.94,"Consumer","9/20/2015","Standard Class","New York","Paper"
"3694","Office Supplies","New York City","United States","Amy Cox",0,1,"11/8/2016","CA-2016-164441",10011,"Other","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",8.073,3,"East",17.94,"Consumer","11/13/2016","Standard Class","New York","Paper"
"3695","Office Supplies","New York City","United States","Dan Lawera",0,1,"11/20/2016","CA-2016-156524",10011,"Message Book","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",9.039,3,"East",19.65,"Consumer","11/26/2016","Standard Class","New York","Paper"
"3696","Office Supplies","New York City","United States","Natalie Webber",0,1,"5/8/2016","US-2016-160857",10024,"Xerox","Xerox 204",9.3312,3,"East",19.44,"Consumer","5/15/2016","Standard Class","New York","Paper"
"3697","Office Supplies","New York City","United States","Allen Armold",0,1,"12/11/2018","CA-2018-100230",10035,"Xerox","Xerox 1895",8.073,3,"East",17.94,"Consumer","12/15/2018","Standard Class","New York","Paper"
"3698","Office Supplies","Bristol","United States","Annie Thurman",0,1,"8/30/2015","CA-2015-146500",6010,"Fellowes","Fellowes Bankers Box Stor/Drawer Steel Plus",9.594,3,"East",95.94,"Consumer","9/4/2015","Standard Class","Connecticut","Storage"
"3699","Office Supplies","Morristown","United States","Gary Zandusky",0,1,"9/17/2018","CA-2018-126928",7960,"Other","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",9.534,3,"East",34.05,"Consumer","9/23/2018","Standard Class","New Jersey","Storage"
"3700","Office Supplies","New York City","United States","Mick Crebagga",0,1,"4/9/2016","CA-2016-116512",10024,"Other","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3.0498,3,"East",17.94,"Consumer","4/14/2016","Standard Class","New York","Storage"
"3701","Office Supplies","New York City","United States","Denny Ordway",0,1,"6/26/2018","CA-2018-100636",10035,"SAFCO","Safco Industrial Wire Shelving System",0,3,"East",272.94,"Consumer","6/30/2018","Standard Class","New York","Storage"
"3702","Office Supplies","Rochester","United States","Maxwell Schwartz",0,1,"5/28/2016","CA-2016-135020",14609,"Other","Hot File 7-Pocket, Floor Stand",160.623,3,"East",535.41,"Consumer","6/2/2016","Standard Class","New York","Storage"
"3703","Office Supplies","Fairfield","United States","Resi Pölking",0,1,"11/3/2015","CA-2015-155593",6824,"Acme","Acme Kleen Earth Office Shears",3.3756,3,"East",11.64,"Consumer","11/8/2015","Standard Class","Connecticut","Supplies"
"3704","Office Supplies","Baltimore","United States","Stewart Visinsky",0,1,"2/13/2018","CA-2018-151176",21215,"Acme","Acme Elite Stainless Steel Scissors",6.5052,3,"East",25.02,"Consumer","2/20/2018","Standard Class","Maryland","Supplies"
"3705","Office Supplies","New York City","United States","Patrick Gardner",0,1,"9/1/2017","CA-2017-151561",10011,"Acme","Acme Value Line Scissors",3.285,3,"East",10.95,"Consumer","9/7/2017","Standard Class","New York","Supplies"
"3706","Office Supplies","New York City","United States","Natalie Webber",0,1,"5/8/2016","US-2016-160857",10024,"Other","Compact Automatic Electric Letter Opener",7.1586,3,"East",357.93,"Consumer","5/15/2016","Standard Class","New York","Supplies"
"3707","Office Supplies","Passaic","United States","Art Ferguson",0,1,"5/22/2017","CA-2017-146934",7055,"Eureka","Eureka Sanitaire  Commercial Upright",172.3384,4,"East",662.84,"Consumer","5/27/2017","Standard Class","New Jersey","Appliances"
"3708","Office Supplies","New York City","United States","Cari Schnelling",0,1,"7/21/2018","US-2018-123204",10024,"Eureka","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",4.5448,4,"East",17.48,"Consumer","7/27/2018","Standard Class","New York","Appliances"
"3709","Office Supplies","New York City","United States","Bobby Trafton",0,1,"6/4/2015","CA-2015-151946",10035,"Other","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",4.0456,4,"East",15.56,"Consumer","6/9/2015","Standard Class","New York","Appliances"
"3710","Office Supplies","Clinton","United States","Brian Thompson",0,1,"7/9/2016","CA-2016-132626",20735,"Other","Prismacolor Color Pencil Set",32.5376,4,"East",79.36,"Consumer","7/14/2016","Standard Class","Maryland","Art"
"3711","Office Supplies","Hempstead","United States","Chloris Kastensmidt",0,1,"6/16/2015","CA-2015-113929",11550,"Boston","Boston 16750 Black Compact Battery Pencil Sharpener",10.5,4,"East",35,"Consumer","6/21/2015","Standard Class","New York","Art"
"3712","Office Supplies","New York City","United States","Don Weiss",0,1,"4/1/2017","CA-2017-149902",10024,"Boston","Boston 16801 Nautilus Battery Pencil Sharpener",22.8904,4,"East",88.04,"Consumer","4/6/2017","Standard Class","New York","Art"
"3713","Office Supplies","New York City","United States","Adam Shillingsburg",0,1,"9/22/2015","CA-2015-156160",10035,"Avery","Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",5.7376,4,"East",13.04,"Consumer","9/29/2015","Standard Class","New York","Art"
"3714","Office Supplies","Mount Vernon","United States","Jeremy Lonsdale",0,1,"11/30/2015","CA-2015-103590",10550,"Other","Park Ridge Embossed Executive Business Envelopes",29.2716,4,"East",62.28,"Consumer","12/4/2015","Standard Class","New York","Envelopes"
"3715","Office Supplies","New York City","United States","William Brown",0,1,"1/15/2017","CA-2017-137848",10011,"Other","#10 Gummed Flap White Envelopes, 100/Box",7.5992,4,"East",16.52,"Consumer","1/21/2017","Standard Class","New York","Envelopes"
"3716","Office Supplies","Clinton","United States","Brian Thompson",0,1,"7/9/2016","CA-2016-132626",20735,"Advantus","Advantus Map Pennant Flags and Round Head Tacks",5.056,4,"East",15.8,"Consumer","7/14/2016","Standard Class","Maryland","Fasteners"
"3717","Office Supplies","New York City","United States","Patrick Gardner",0,1,"2/15/2017","US-2017-162859",10009,"Advantus","Advantus Push Pins",3.5752,4,"East",8.72,"Consumer","2/22/2017","Standard Class","New York","Fasteners"
"3718","Office Supplies","Lawrence","United States","Fred McMath",0,1,"12/9/2017","CA-2017-141082",1841,"Avery","Avery 477",56.1752,4,"East",122.12,"Consumer","12/13/2017","Standard Class","Massachusetts","Labels"
"3719","Office Supplies","Dover","United States","Emily Phan",0,1,"3/14/2016","CA-2016-163587",3820,"Avery","Avery 476",7.5992,4,"East",16.52,"Consumer","3/18/2016","Standard Class","New Hampshire","Labels"
"3720","Office Supplies","New York City","United States","Irene Maddox",0,1,"6/23/2017","CA-2017-140501",10009,"Avery","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",56.1752,4,"East",122.12,"Consumer","6/28/2017","Standard Class","New York","Labels"
"3721","Office Supplies","New York City","United States","Paul Gonzalez",0,1,"9/12/2016","CA-2016-166464",10035,"Avery","Avery 520",6.048,4,"East",12.6,"Consumer","9/17/2016","Standard Class","New York","Labels"
"3722","Office Supplies","Leominster","United States","Sung Shariari",0,1,"2/25/2016","CA-2016-154900",1453,"Adams","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",10.224,4,"East",22.72,"Consumer","3/1/2016","Standard Class","Massachusetts","Paper"
"3723","Office Supplies","New York City","United States","Becky Pak",0,1,"10/2/2018","CA-2018-147564",10011,"Xerox","Xerox 1907",23.0864,4,"East",49.12,"Consumer","10/6/2018","Standard Class","New York","Paper"
"3724","Office Supplies","New York City","United States","Mark Hamilton",0,1,"7/11/2015","CA-2015-133305",10011,"Xerox","Xerox 1881",23.0864,4,"East",49.12,"Consumer","7/15/2015","Standard Class","New York","Paper"
"3725","Office Supplies","New York City","United States","Michelle Moray",0,1,"6/29/2016","US-2016-141684",10011,"Ampad","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",11.232,4,"East",24.96,"Consumer","7/4/2016","Standard Class","New York","Paper"
"3726","Office Supplies","New York City","United States","Mark Van Huff",0,1,"9/5/2017","CA-2017-133319",10011,"Xerox","Xerox 1885",92.2368,4,"East",192.16,"Consumer","9/11/2017","Standard Class","New York","Paper"
"3727","Office Supplies","New York City","United States","Valerie Dominguez",0,1,"11/1/2016","CA-2016-113145",10011,"Other","Avoid Verbal Orders Carbonless Minifold Book",6.2192,4,"East",13.52,"Consumer","11/5/2016","Standard Class","New York","Paper"
"3728","Office Supplies","New York City","United States","Chad McGuire",0,1,"3/29/2016","CA-2016-105361",10024,"Ampad","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.1144,4,"East",17.64,"Consumer","4/4/2016","Standard Class","New York","Paper"
"3729","Office Supplies","New York City","United States","Sarah Bern",0,1,"6/12/2018","CA-2018-108441",10035,"TOPS","TOPS Voice Message Log Book, Flash Format",9.3296,4,"East",19.04,"Consumer","6/18/2018","Standard Class","New York","Paper"
"3730","Office Supplies","Burlington","United States","Raymond Messe",0,1,"1/19/2018","US-2018-127292",NA,"Xerox","Xerox 191",37.5624,4,"East",79.92,"Consumer","1/23/2018","Standard Class","Vermont","Paper"
"3731","Office Supplies","Manchester","United States","Jamie Frazer",0,1,"7/9/2018","CA-2018-121083",6040,"Tennsco","Tennsco Industrial Shelving",3.9128,4,"East",195.64,"Consumer","7/15/2018","Standard Class","Connecticut","Storage"
"3732","Office Supplies","Middletown","United States","Jim Radford",0,1,"5/16/2017","CA-2017-122133",6457,"SAFCO","SAFCO Commercial Wire Shelving, Black",0,4,"East",552.56,"Consumer","5/23/2017","Standard Class","Connecticut","Storage"
"3733","Office Supplies","New York City","United States","Kunst Miller",0,1,"4/19/2017","CA-2017-109666",10035,"Space Solutions","Space Solutions HD Industrial Steel Shelving.",13.7964,4,"East",459.88,"Consumer","4/26/2017","Standard Class","New York","Storage"
"3734","Office Supplies","New York City","United States","Peter Fuller",0,1,"9/17/2016","US-2016-126977",10035,"Eldon","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",27.434,4,"East",94.6,"Consumer","9/23/2016","Standard Class","New York","Storage"
"3735","Office Supplies","New York City","United States","Seth Vernon",0,1,"9/20/2018","CA-2018-100111",10035,"Other","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",12.712,4,"East",45.4,"Consumer","9/26/2018","Standard Class","New York","Storage"
